,season,rank_pub_date,team,rank,last_updated
393,2019,2019-02-04,Nevada,6,2019-11-22 21:34:27.241391
394,2019,2019-02-11,Nevada,7,2019-11-22 21:34:27.241391
395,2019,2019-02-18,Nevada,6,2019-11-22 21:34:27.241391
396,2019,2019-02-25,Nevada,12,2019-11-22 21:34:27.241391
397,2019,2019-03-04,Nevada,17,2019-11-22 21:34:27.241391
398,2019,2019-03-11,Nevada,14,2019-11-22 21:34:27.241391
399,2019,2019-05-01,Nevada,20,2019-11-22 21:34:27.241391
400,2019,2018-11-01,Wisconsin,20,2019-11-22 21:34:27.241391
401,2019,2018-11-12,Wisconsin,20,2019-11-22 21:34:27.241391
402,2019,2018-11-19,Wisconsin,25,2019-11-22 21:34:27.241391
403,2019,2018-11-26,Wisconsin,22,2019-11-22 21:34:27.241391
404,2019,2018-12-03,Wisconsin,12,2019-11-22 21:34:27.241391
405,2019,2018-12-10,Wisconsin,16,2019-11-22 21:34:27.241391
406,2019,2018-12-17,Wisconsin,16,2019-11-22 21:34:27.241391
407,2019,2018-12-24,Wisconsin,15,2019-11-22 21:34:27.241391
408,2019,2018-12-31,Wisconsin,22,2019-11-22 21:34:27.241391
409,2019,2019-01-07,Wisconsin,22,2019-11-22 21:34:27.241391
410,2019,2019-01-14,Wisconsin,22,2019-11-22 21:34:27.241391
411,2019,2019-01-21,Wisconsin,22,2019-11-22 21:34:27.241391
412,2019,2019-01-28,Wisconsin,24,2019-11-22 21:34:27.241391
413,2019,2019-02-04,Wisconsin,19,2019-11-22 21:34:27.241391
414,2019,2019-02-11,Wisconsin,20,2019-11-22 21:34:27.241391
415,2019,2019-02-18,Wisconsin,22,2019-11-22 21:34:27.241391
416,2019,2019-02-25,Wisconsin,19,2019-11-22 21:34:27.241391
417,2019,2019-03-04,Wisconsin,21,2019-11-22 21:34:27.241391
418,2019,2019-03-11,Wisconsin,19,2019-11-22 21:34:27.241391
419,2019,2019-05-01,Wisconsin,21,2019-11-22 21:34:27.241391
420,2019,2018-11-01,Cincinnati,21,2019-11-22 21:34:27.241391
421,2019,2018-11-12,Cincinnati,21,2019-11-22 21:34:27.241391
422,2019,2018-11-19,Cincinnati,21,2019-11-22 21:34:27.241391
423,2019,2018-11-26,Cincinnati,21,2019-11-22 21:34:27.241391
424,2019,2018-12-03,Cincinnati,21,2019-11-22 21:34:27.241391
425,2019,2018-12-10,Cincinnati,21,2019-11-22 21:34:27.241391
426,2019,2018-12-17,Cincinnati,21,2019-11-22 21:34:27.241391
427,2019,2018-12-24,Cincinnati,21,2019-11-22 21:34:27.241391
428,2019,2018-12-31,Cincinnati,21,2019-11-22 21:34:27.241391
429,2019,2019-01-07,Cincinnati,21,2019-11-22 21:34:27.241391
430,2019,2019-01-14,Cincinnati,21,2019-11-22 21:34:27.241391
431,2019,2019-01-21,Cincinnati,21,2019-11-22 21:34:27.241391
432,2019,2019-01-28,Cincinnati,21,2019-11-22 21:34:27.241391
433,2019,2019-02-04,Cincinnati,25,2019-11-22 21:34:27.241391
434,2019,2019-02-11,Cincinnati,25,2019-11-22 21:34:27.241391
435,2019,2019-02-18,Cincinnati,25,2019-11-22 21:34:27.241391
436,2019,2019-02-25,Cincinnati,23,2019-11-22 21:34:27.241391
437,2019,2019-03-04,Cincinnati,20,2019-11-22 21:34:27.241391
438,2019,2019-03-11,Cincinnati,24,2019-11-22 21:34:27.241391
439,2019,2019-05-01,Cincinnati,22,2019-11-22 21:34:27.241391
440,2019,2018-11-01,Villanova,9,2019-11-22 21:34:27.241391
441,2019,2018-11-12,Villanova,8,2019-11-22 21:34:27.241391
442,2019,2018-11-19,Villanova,8,2019-11-22 21:34:27.241391
443,2019,2018-11-26,Villanova,23,2019-11-22 21:34:27.241391
444,2019,2018-12-03,Villanova,21,2019-11-22 21:34:27.241391
445,2019,2018-12-10,Villanova,17,2019-11-22 21:34:27.241391
446,2019,2018-12-17,Villanova,17,2019-11-22 21:34:27.241391
447,2019,2018-12-24,Villanova,17,2019-11-22 21:34:27.241391
448,2019,2018-12-31,Villanova,17,2019-11-22 21:34:27.241391
449,2019,2019-01-07,Villanova,17,2019-11-22 21:34:27.241391
450,2019,2019-01-14,Villanova,22,2019-11-22 21:34:27.241391
451,2019,2019-01-21,Villanova,18,2019-11-22 21:34:27.241391
452,2019,2019-01-28,Villanova,14,2019-11-22 21:34:27.241391
453,2019,2019-02-04,Villanova,14,2019-11-22 21:34:27.241391
454,2019,2019-02-11,Villanova,13,2019-11-22 21:34:27.241391
455,2019,2019-02-18,Villanova,17,2019-11-22 21:34:27.241391
456,2019,2019-02-25,Villanova,17,2019-11-22 21:34:27.241391
457,2019,2019-03-04,Villanova,23,2019-11-22 21:34:27.241391
458,2019,2019-03-11,Villanova,25,2019-11-22 21:34:27.241391
459,2019,2019-05-01,Villanova,23,2019-11-22 21:34:27.241391
460,2019,2018-11-01,Iowa State,23,2019-11-22 21:34:27.241391
461,2019,2018-11-12,Iowa State,23,2019-11-22 21:34:27.241391
462,2019,2018-11-19,Iowa State,23,2019-11-22 21:34:27.241391
463,2019,2018-11-26,Iowa State,23,2019-11-22 21:34:27.241391
464,2019,2018-12-03,Iowa State,23,2019-11-22 21:34:27.241391
465,2019,2018-12-10,Iowa State,23,2019-11-22 21:34:27.241391
466,2019,2018-12-17,Iowa State,23,2019-11-22 21:34:27.241391
467,2019,2018-12-24,Iowa State,23,2019-11-22 21:34:27.241391
468,2019,2018-12-31,Iowa State,23,2019-11-22 21:34:27.241391
469,2019,2019-01-07,Iowa State,20,2019-11-22 21:34:27.241391
470,2019,2019-01-14,Iowa State,20,2019-11-22 21:34:27.241391
471,2019,2019-01-21,Iowa State,24,2019-11-22 21:34:27.241391
472,2019,2019-01-28,Iowa State,20,2019-11-22 21:34:27.241391
473,2019,2019-02-04,Iowa State,17,2019-11-22 21:34:27.241391
474,2019,2019-02-11,Iowa State,23,2019-11-22 21:34:27.241391
475,2019,2019-02-18,Iowa State,19,2019-11-22 21:34:27.241391
476,2019,2019-02-25,Iowa State,19,2019-11-22 21:34:27.241391
477,2019,2019-03-04,Iowa State,19,2019-11-22 21:34:27.241391
478,2019,2019-03-11,Iowa State,19,2019-11-22 21:34:27.241391
479,2019,2019-05-01,Iowa State,24,2019-11-22 21:34:27.241391
480,2019,2018-11-01,Utah State,24,2019-11-22 21:34:27.241391
481,2019,2018-11-12,Utah State,24,2019-11-22 21:34:27.241391
482,2019,2018-11-19,Utah State,24,2019-11-22 21:34:27.241391
483,2019,2018-11-26,Utah State,24,2019-11-22 21:34:27.241391
484,2019,2018-12-03,Utah State,24,2019-11-22 21:34:27.241391
485,2019,2018-12-10,Utah State,24,2019-11-22 21:34:27.241391
486,2019,2018-12-17,Utah State,24,2019-11-22 21:34:27.241391
487,2019,2018-12-24,Utah State,24,2019-11-22 21:34:27.241391
488,2019,2018-12-31,Utah State,24,2019-11-22 21:34:27.241391
489,2019,2019-01-07,Utah State,24,2019-11-22 21:34:27.241391
490,2019,2019-01-14,Utah State,24,2019-11-22 21:34:27.241391
491,2019,2019-01-21,Utah State,24,2019-11-22 21:34:27.241391
492,2019,2019-01-28,Utah State,24,2019-11-22 21:34:27.241391
493,2019,2019-02-04,Utah State,24,2019-11-22 21:34:27.241391
494,2019,2019-02-11,Utah State,24,2019-11-22 21:34:27.241391
495,2019,2019-02-18,Utah State,24,2019-11-22 21:34:27.241391
496,2019,2019-02-25,Utah State,24,2019-11-22 21:34:27.241391
497,2019,2019-03-04,Utah State,24,2019-11-22 21:34:27.241391
498,2019,2019-03-11,Utah State,24,2019-11-22 21:34:27.241391
499,2019,2019-05-01,Utah State,25,2019-11-22 21:34:27.241391
500,2019,2018-11-01,Louisville,25,2019-11-22 21:34:27.241391
501,2019,2018-11-12,Louisville,25,2019-11-22 21:34:27.241391
502,2019,2018-11-19,Louisville,25,2019-11-22 21:34:27.241391
503,2019,2018-11-26,Louisville,25,2019-11-22 21:34:27.241391
504,2019,2018-12-03,Louisville,25,2019-11-22 21:34:27.241391
505,2019,2018-12-10,Louisville,25,2019-11-22 21:34:27.241391
506,2019,2018-12-17,Louisville,25,2019-11-22 21:34:27.241391
507,2019,2018-12-24,Louisville,25,2019-11-22 21:34:27.241391
508,2019,2018-12-31,Louisville,25,2019-11-22 21:34:27.241391
509,2019,2019-01-07,Louisville,25,2019-11-22 21:34:27.241391
510,2019,2019-01-14,Louisville,25,2019-11-22 21:34:27.241391
511,2019,2019-01-21,Louisville,23,2019-11-22 21:34:27.241391
512,2019,2019-01-28,Louisville,15,2019-11-22 21:34:27.241391
513,2019,2019-02-04,Louisville,16,2019-11-22 21:34:27.241391
514,2019,2019-02-11,Louisville,16,2019-11-22 21:34:27.241391
515,2019,2019-02-18,Louisville,18,2019-11-22 21:34:27.241391
516,2019,2019-02-25,Louisville,18,2019-11-22 21:34:27.241391
517,2019,2019-03-04,Louisville,18,2019-11-22 21:34:27.241391
518,2019,2019-03-11,Louisville,18,2019-11-22 21:34:27.241391
519,2019,2019-05-01,Louisville,18,2019-11-22 21:34:27.241391
520,2019,2018-11-01,Nebraska,18,2019-11-22 21:34:27.241391
521,2019,2018-11-12,Nebraska,18,2019-11-22 21:34:27.241391
522,2019,2018-11-19,Nebraska,18,2019-11-22 21:34:27.241391
523,2019,2018-11-26,Nebraska,18,2019-11-22 21:34:27.241391
524,2019,2018-12-03,Nebraska,24,2019-11-22 21:34:27.241391
525,2019,2018-12-10,Nebraska,24,2019-11-22 21:34:27.241391
526,2019,2018-12-17,Nebraska,25,2019-11-22 21:34:27.241391
527,2019,2018-12-24,Nebraska,25,2019-11-22 21:34:27.241391
528,2019,2018-12-31,Nebraska,24,2019-11-22 21:34:27.241391
529,2019,2019-01-07,Nebraska,24,2019-11-22 21:34:27.241391
530,2019,2019-01-14,Nebraska,24,2019-11-22 21:34:27.241391
531,2019,2019-01-21,Nebraska,24,2019-11-22 21:34:27.241391
532,2019,2019-01-28,Nebraska,24,2019-11-22 21:34:27.241391
533,2019,2019-02-04,Nebraska,24,2019-11-22 21:34:27.241391
534,2019,2019-02-11,Nebraska,24,2019-11-22 21:34:27.241391
535,2019,2019-02-18,Nebraska,24,2019-11-22 21:34:27.241391
536,2019,2019-02-25,Nebraska,24,2019-11-22 21:34:27.241391
537,2019,2019-03-04,Nebraska,24,2019-11-22 21:34:27.241391
538,2019,2019-03-11,Nebraska,24,2019-11-22 21:34:27.241391
539,2019,2019-05-01,Nebraska,24,2019-11-22 21:34:27.241391
540,2019,2018-11-01,Marquette,24,2019-11-22 21:34:27.241391
541,2019,2018-11-12,Marquette,24,2019-11-22 21:34:27.241391
542,2019,2018-11-19,Marquette,24,2019-11-22 21:34:27.241391
543,2019,2018-11-26,Marquette,24,2019-11-22 21:34:27.241391
544,2019,2018-12-03,Marquette,24,2019-11-22 21:34:27.241391
545,2019,2018-12-10,Marquette,21,2019-11-22 21:34:27.241391
546,2019,2018-12-17,Marquette,20,2019-11-22 21:34:27.241391
547,2019,2018-12-24,Marquette,18,2019-11-22 21:34:27.241391
548,2019,2018-12-31,Marquette,16,2019-11-22 21:34:27.241391
549,2019,2019-01-07,Marquette,21,2019-11-22 21:34:27.241391
550,2019,2019-01-14,Marquette,15,2019-11-22 21:34:27.241391
551,2019,2019-01-21,Marquette,12,2019-11-22 21:34:27.241391
552,2019,2019-01-28,Marquette,10,2019-11-22 21:34:27.241391
553,2019,2019-02-04,Marquette,10,2019-11-22 21:34:27.241391
554,2019,2019-02-11,Marquette,10,2019-11-22 21:34:27.241391
555,2019,2019-02-18,Marquette,11,2019-11-22 21:34:27.241391
556,2019,2019-02-25,Marquette,10,2019-11-22 21:34:27.241391
557,2019,2019-03-04,Marquette,16,2019-11-22 21:34:27.241391
558,2019,2019-03-11,Marquette,23,2019-11-22 21:34:27.241391
559,2019,2019-05-01,Marquette,23,2019-11-22 21:34:27.241391
560,2019,2018-11-01,UCF,23,2019-11-22 21:34:27.241391
561,2019,2018-11-12,UCF,23,2019-11-22 21:34:27.241391
562,2019,2018-11-19,UCF,23,2019-11-22 21:34:27.241391
563,2019,2018-11-26,UCF,23,2019-11-22 21:34:27.241391
564,2019,2018-12-03,UCF,23,2019-11-22 21:34:27.241391
565,2019,2018-12-10,UCF,23,2019-11-22 21:34:27.241391
566,2019,2018-12-17,UCF,23,2019-11-22 21:34:27.241391
567,2019,2018-12-24,UCF,23,2019-11-22 21:34:27.241391
568,2019,2018-12-31,UCF,23,2019-11-22 21:34:27.241391
569,2019,2019-01-07,UCF,23,2019-11-22 21:34:27.241391
570,2019,2019-01-14,UCF,23,2019-11-22 21:34:27.241391
571,2019,2019-01-21,UCF,23,2019-11-22 21:34:27.241391
572,2019,2019-01-28,UCF,23,2019-11-22 21:34:27.241391
573,2019,2019-02-04,UCF,23,2019-11-22 21:34:27.241391
574,2019,2019-02-11,UCF,23,2019-11-22 21:34:27.241391
575,2019,2019-02-18,UCF,23,2019-11-22 21:34:27.241391
576,2019,2019-02-25,UCF,23,2019-11-22 21:34:27.241391
577,2019,2019-03-04,UCF,25,2019-11-22 21:34:27.241391
578,2019,2019-03-11,UCF,25,2019-11-22 21:34:27.241391
579,2019,2019-05-01,UCF,25,2019-11-22 21:34:27.241391
580,2019,2018-11-01,Ole Miss,25,2019-11-22 21:34:27.241391
581,2019,2018-11-12,Ole Miss,25,2019-11-22 21:34:27.241391
582,2019,2018-11-19,Ole Miss,25,2019-11-22 21:34:27.241391
583,2019,2018-11-26,Ole Miss,25,2019-11-22 21:34:27.241391
584,2019,2018-12-03,Ole Miss,25,2019-11-22 21:34:27.241391
585,2019,2018-12-10,Ole Miss,25,2019-11-22 21:34:27.241391
586,2019,2018-12-17,Ole Miss,25,2019-11-22 21:34:27.241391
587,2019,2018-12-24,Ole Miss,25,2019-11-22 21:34:27.241391
588,2019,2018-12-31,Ole Miss,25,2019-11-22 21:34:27.241391
589,2019,2019-01-07,Ole Miss,25,2019-11-22 21:34:27.241391
590,2019,2019-01-14,Ole Miss,18,2019-11-22 21:34:27.241391
591,2019,2019-01-21,Ole Miss,20,2019-11-22 21:34:27.241391
592,2019,2019-01-28,Ole Miss,20,2019-11-22 21:34:27.241391
593,2019,2019-02-04,Ole Miss,20,2019-11-22 21:34:27.241391
594,2019,2019-02-11,Ole Miss,20,2019-11-22 21:34:27.241391
595,2019,2019-02-18,Ole Miss,20,2019-11-22 21:34:27.241391
596,2019,2019-02-25,Ole Miss,20,2019-11-22 21:34:27.241391
597,2019,2019-03-04,Ole Miss,20,2019-11-22 21:34:27.241391
598,2019,2019-03-11,Ole Miss,20,2019-11-22 21:34:27.241391
599,2019,2019-05-01,Ole Miss,20,2019-11-22 21:34:27.241391
600,2019,2018-11-01,Oregon,14,2019-11-22 21:34:27.241391
601,2019,2018-11-12,Oregon,13,2019-11-22 21:34:27.241391
602,2019,2018-11-19,Oregon,21,2019-11-22 21:34:27.241391
603,2019,2018-11-26,Oregon,18,2019-11-22 21:34:27.241391
604,2019,2018-12-03,Oregon,18,2019-11-22 21:34:27.241391
605,2019,2018-12-10,Oregon,18,2019-11-22 21:34:27.241391
606,2019,2018-12-17,Oregon,18,2019-11-22 21:34:27.241391
607,2019,2018-12-24,Oregon,18,2019-11-22 21:34:27.241391
608,2019,2018-12-31,Oregon,18,2019-11-22 21:34:27.241391
609,2019,2019-01-07,Oregon,18,2019-11-22 21:34:27.241391
610,2019,2019-01-14,Oregon,18,2019-11-22 21:34:27.241391
611,2019,2019-01-21,Oregon,18,2019-11-22 21:34:27.241391
612,2019,2019-01-28,Oregon,18,2019-11-22 21:34:27.241391
613,2019,2019-02-04,Oregon,18,2019-11-22 21:34:27.241391
614,2019,2019-02-11,Oregon,18,2019-11-22 21:34:27.241391
615,2019,2019-02-18,Oregon,18,2019-11-22 21:34:27.241391
616,2019,2019-02-25,Oregon,18,2019-11-22 21:34:27.241391
617,2019,2019-03-04,Oregon,18,2019-11-22 21:34:27.241391
618,2019,2019-03-11,Oregon,18,2019-11-22 21:34:27.241391
619,2019,2019-05-01,Oregon,18,2019-11-22 21:34:27.241391
620,2019,2018-11-01,Indiana,18,2019-11-22 21:34:27.241391
621,2019,2018-11-12,Indiana,18,2019-11-22 21:34:27.241391
622,2019,2018-11-19,Indiana,18,2019-11-22 21:34:27.241391
623,2019,2018-11-26,Indiana,18,2019-11-22 21:34:27.241391
624,2019,2018-12-03,Indiana,18,2019-11-22 21:34:27.241391
625,2019,2018-12-10,Indiana,25,2019-11-22 21:34:27.241391
626,2019,2018-12-17,Indiana,22,2019-11-22 21:34:27.241391
627,2019,2018-12-24,Indiana,23,2019-11-22 21:34:27.241391
628,2019,2018-12-31,Indiana,21,2019-11-22 21:34:27.241391
629,2019,2019-01-07,Indiana,22,2019-11-22 21:34:27.241391
630,2019,2019-01-14,Indiana,25,2019-11-22 21:34:27.241391
631,2019,2019-01-21,Indiana,25,2019-11-22 21:34:27.241391
632,2019,2019-01-28,Indiana,25,2019-11-22 21:34:27.241391
633,2019,2019-02-04,Indiana,25,2019-11-22 21:34:27.241391
634,2019,2019-02-11,Indiana,25,2019-11-22 21:34:27.241391
635,2019,2019-02-18,Indiana,25,2019-11-22 21:34:27.241391
636,2019,2019-02-25,Indiana,25,2019-11-22 21:34:27.241391
637,2019,2019-03-04,Indiana,25,2019-11-22 21:34:27.241391
638,2019,2019-03-11,Indiana,25,2019-11-22 21:34:27.241391
639,2019,2019-05-01,Indiana,25,2019-11-22 21:34:27.241391
640,2019,2018-11-01,Arizona State,25,2019-11-22 21:34:27.241391
641,2019,2018-11-12,Arizona State,25,2019-11-22 21:34:27.241391
642,2019,2018-11-19,Arizona State,25,2019-11-22 21:34:27.241391
643,2019,2018-11-26,Arizona State,25,2019-11-22 21:34:27.241391
644,2019,2018-12-03,Arizona State,20,2019-11-22 21:34:27.241391
645,2019,2018-12-10,Arizona State,20,2019-11-22 21:34:27.241391
646,2019,2018-12-17,Arizona State,18,2019-11-22 21:34:27.241391
647,2019,2018-12-24,Arizona State,17,2019-11-22 21:34:27.241391
648,2019,2018-12-31,Arizona State,17,2019-11-22 21:34:27.241391
649,2019,2019-01-07,Arizona State,17,2019-11-22 21:34:27.241391
650,2019,2019-01-14,Arizona State,17,2019-11-22 21:34:27.241391
651,2019,2019-01-21,Arizona State,17,2019-11-22 21:34:27.241391
652,2019,2019-01-28,Arizona State,17,2019-11-22 21:34:27.241391
653,2019,2019-02-04,Arizona State,17,2019-11-22 21:34:27.241391
654,2019,2019-02-11,Arizona State,17,2019-11-22 21:34:27.241391
655,2019,2019-02-18,Arizona State,17,2019-11-22 21:34:27.241391
656,2019,2019-02-25,Arizona State,17,2019-11-22 21:34:27.241391
657,2019,2019-03-04,Arizona State,17,2019-11-22 21:34:27.241391
658,2019,2019-03-11,Arizona State,17,2019-11-22 21:34:27.241391
659,2019,2019-05-01,Arizona State,17,2019-11-22 21:34:27.241391
660,2019,2018-11-01,St. John's (NY),17,2019-11-22 21:34:27.241391
661,2019,2018-11-12,St. John's (NY),17,2019-11-22 21:34:27.241391
662,2019,2018-11-19,St. John's (NY),17,2019-11-22 21:34:27.241391
663,2019,2018-11-26,St. John's (NY),17,2019-11-22 21:34:27.241391
664,2019,2018-12-03,St. John's (NY),17,2019-11-22 21:34:27.241391
665,2019,2018-12-10,St. John's (NY),17,2019-11-22 21:34:27.241391
666,2019,2018-12-17,St. John's (NY),17,2019-11-22 21:34:27.241391
667,2019,2018-12-24,St. John's (NY),17,2019-11-22 21:34:27.241391
668,2019,2018-12-31,St. John's (NY),17,2019-11-22 21:34:27.241391
669,2019,2019-01-07,St. John's (NY),24,2019-11-22 21:34:27.241391
670,2019,2019-01-14,St. John's (NY),24,2019-11-22 21:34:27.241391
671,2019,2019-01-21,St. John's (NY),24,2019-11-22 21:34:27.241391
672,2019,2019-01-28,St. John's (NY),24,2019-11-22 21:34:27.241391
673,2019,2019-02-04,St. John's (NY),24,2019-11-22 21:34:27.241391
674,2019,2019-02-11,St. John's (NY),24,2019-11-22 21:34:27.241391
675,2019,2019-02-18,St. John's (NY),24,2019-11-22 21:34:27.241391
676,2019,2019-02-25,St. John's (NY),24,2019-11-22 21:34:27.241391
677,2019,2019-03-04,St. John's (NY),24,2019-11-22 21:34:27.241391
678,2019,2019-03-11,St. John's (NY),24,2019-11-22 21:34:27.241391
679,2019,2019-05-01,St. John's (NY),24,2019-11-22 21:34:27.241391
680,2019,2018-11-01,Syracuse,16,2019-11-22 21:34:27.241391
681,2019,2018-11-12,Syracuse,15,2019-11-22 21:34:27.241391
682,2019,2018-11-19,Syracuse,15,2019-11-22 21:34:27.241391
683,2019,2018-11-26,Syracuse,15,2019-11-22 21:34:27.241391
684,2019,2018-12-03,Syracuse,15,2019-11-22 21:34:27.241391
685,2019,2018-12-10,Syracuse,25,2019-11-22 21:34:27.241391
686,2019,2018-12-17,Syracuse,25,2019-11-22 21:34:27.241391
687,2019,2018-12-24,Syracuse,25,2019-11-22 21:34:27.241391
688,2019,2018-12-31,Syracuse,25,2019-11-22 21:34:27.241391
689,2019,2019-01-07,Syracuse,25,2019-11-22 21:34:27.241391
690,2019,2019-01-14,Syracuse,25,2019-11-22 21:34:27.241391
691,2019,2019-01-21,Syracuse,25,2019-11-22 21:34:27.241391
692,2019,2019-01-28,Syracuse,25,2019-11-22 21:34:27.241391
693,2019,2019-02-04,Syracuse,25,2019-11-22 21:34:27.241391
694,2019,2019-02-11,Syracuse,25,2019-11-22 21:34:27.241391
695,2019,2019-02-18,Syracuse,25,2019-11-22 21:34:27.241391
696,2019,2019-02-25,Syracuse,25,2019-11-22 21:34:27.241391
697,2019,2019-03-04,Syracuse,25,2019-11-22 21:34:27.241391
698,2019,2019-03-11,Syracuse,25,2019-11-22 21:34:27.241391
699,2019,2019-05-01,Syracuse,25,2019-11-22 21:34:27.241391
700,2019,2018-11-01,Maryland,25,2019-11-22 21:34:27.241391
701,2019,2018-11-12,Maryland,25,2019-11-22 21:34:27.241391
702,2019,2018-11-19,Maryland,25,2019-11-22 21:34:27.241391
703,2019,2018-11-26,Maryland,24,2019-11-22 21:34:27.241391
704,2019,2018-12-03,Maryland,23,2019-11-22 21:34:27.241391
705,2019,2018-12-10,Maryland,23,2019-11-22 21:34:27.241391
706,2019,2018-12-17,Maryland,23,2019-11-22 21:34:27.241391
707,2019,2018-12-24,Maryland,23,2019-11-22 21:34:27.241391
708,2019,2018-12-31,Maryland,23,2019-11-22 21:34:27.241391
709,2019,2019-01-07,Maryland,23,2019-11-22 21:34:27.241391
710,2019,2019-01-14,Maryland,19,2019-11-22 21:34:27.241391
711,2019,2019-01-21,Maryland,13,2019-11-22 21:34:27.241391
712,2019,2019-01-28,Maryland,21,2019-11-22 21:34:27.241391
713,2019,2019-02-04,Maryland,24,2019-11-22 21:34:27.241391
714,2019,2019-02-11,Maryland,24,2019-11-22 21:34:27.241391
715,2019,2019-02-18,Maryland,24,2019-11-22 21:34:27.241391
716,2019,2019-02-25,Maryland,17,2019-11-22 21:34:27.241391
717,2019,2019-03-04,Maryland,24,2019-11-22 21:34:27.241391
718,2019,2019-03-11,Maryland,21,2019-11-22 21:34:27.241391
719,2019,2019-05-01,Maryland,21,2019-11-22 21:34:27.241391
720,2019,2018-11-01,West Virginia,13,2019-11-22 21:34:27.241391
721,2019,2018-11-12,West Virginia,13,2019-11-22 21:34:27.241391
722,2019,2018-11-19,West Virginia,13,2019-11-22 21:34:27.241391
723,2019,2018-11-26,West Virginia,13,2019-11-22 21:34:27.241391
724,2019,2018-12-03,West Virginia,13,2019-11-22 21:34:27.241391
725,2019,2018-12-10,West Virginia,13,2019-11-22 21:34:27.241391
726,2019,2018-12-17,West Virginia,13,2019-11-22 21:34:27.241391
727,2019,2018-12-24,West Virginia,13,2019-11-22 21:34:27.241391
728,2019,2018-12-31,West Virginia,13,2019-11-22 21:34:27.241391
729,2019,2019-01-07,West Virginia,13,2019-11-22 21:34:27.241391
730,2019,2019-01-14,West Virginia,13,2019-11-22 21:34:27.241391
731,2019,2019-01-21,West Virginia,13,2019-11-22 21:34:27.241391
732,2019,2019-01-28,West Virginia,13,2019-11-22 21:34:27.241391
733,2019,2019-02-04,West Virginia,13,2019-11-22 21:34:27.241391
734,2019,2019-02-11,West Virginia,13,2019-11-22 21:34:27.241391
735,2019,2019-02-18,West Virginia,13,2019-11-22 21:34:27.241391
736,2019,2019-02-25,West Virginia,13,2019-11-22 21:34:27.241391
737,2019,2019-03-04,West Virginia,13,2019-11-22 21:34:27.241391
738,2019,2019-03-11,West Virginia,13,2019-11-22 21:34:27.241391
739,2019,2019-05-01,West Virginia,13,2019-11-22 21:34:27.241391
740,2019,2018-11-01,UCLA,21,2019-11-22 21:34:27.241391
741,2019,2018-11-12,UCLA,20,2019-11-22 21:34:27.241391
742,2019,2018-11-19,UCLA,17,2019-11-22 21:34:27.241391
743,2019,2018-11-26,UCLA,17,2019-11-22 21:34:27.241391
744,2019,2018-12-03,UCLA,17,2019-11-22 21:34:27.241391
745,2019,2018-12-10,UCLA,17,2019-11-22 21:34:27.241391
746,2019,2018-12-17,UCLA,17,2019-11-22 21:34:27.241391
747,2019,2018-12-24,UCLA,17,2019-11-22 21:34:27.241391
748,2019,2018-12-31,UCLA,17,2019-11-22 21:34:27.241391
749,2019,2019-01-07,UCLA,17,2019-11-22 21:34:27.241391
750,2019,2019-01-14,UCLA,17,2019-11-22 21:34:27.241391
751,2019,2019-01-21,UCLA,17,2019-11-22 21:34:27.241391
752,2019,2019-01-28,UCLA,17,2019-11-22 21:34:27.241391
753,2019,2019-02-04,UCLA,17,2019-11-22 21:34:27.241391
754,2019,2019-02-11,UCLA,17,2019-11-22 21:34:27.241391
755,2019,2019-02-18,UCLA,17,2019-11-22 21:34:27.241391
756,2019,2019-02-25,UCLA,17,2019-11-22 21:34:27.241391
757,2019,2019-03-04,UCLA,17,2019-11-22 21:34:27.241391
758,2019,2019-03-11,UCLA,17,2019-11-22 21:34:27.241391
759,2019,2019-05-01,UCLA,17,2019-11-22 21:34:27.241391
760,2019,2018-11-01,Washington,25,2019-11-22 21:34:27.241391
761,2019,2018-11-12,Washington,25,2019-11-22 21:34:27.241391
762,2019,2018-11-19,Washington,25,2019-11-22 21:34:27.241391
763,2019,2018-11-26,Washington,25,2019-11-22 21:34:27.241391
764,2019,2018-12-03,Washington,25,2019-11-22 21:34:27.241391
765,2019,2018-12-10,Washington,25,2019-11-22 21:34:27.241391
766,2019,2018-12-17,Washington,25,2019-11-22 21:34:27.241391
767,2019,2018-12-24,Washington,25,2019-11-22 21:34:27.241391
768,2019,2018-12-31,Washington,25,2019-11-22 21:34:27.241391
769,2019,2019-01-07,Washington,25,2019-11-22 21:34:27.241391
770,2019,2019-01-14,Washington,25,2019-11-22 21:34:27.241391
771,2019,2019-01-21,Washington,25,2019-11-22 21:34:27.241391
772,2019,2019-01-28,Washington,25,2019-11-22 21:34:27.241391
773,2019,2019-02-04,Washington,25,2019-11-22 21:34:27.241391
774,2019,2019-02-11,Washington,25,2019-11-22 21:34:27.241391
775,2019,2019-02-18,Washington,25,2019-11-22 21:34:27.241391
776,2019,2019-02-25,Washington,25,2019-11-22 21:34:27.241391
777,2019,2019-03-04,Washington,25,2019-11-22 21:34:27.241391
778,2019,2019-03-11,Washington,25,2019-11-22 21:34:27.241391
779,2019,2019-05-01,Washington,25,2019-11-22 21:34:27.241391
780,2019,2018-11-01,Clemson,22,2019-11-22 21:34:27.241391
781,2019,2018-11-12,Clemson,19,2019-11-22 21:34:27.241391
782,2019,2018-11-19,Clemson,16,2019-11-22 21:34:27.241391
783,2019,2018-11-26,Clemson,16,2019-11-22 21:34:27.241391
784,2019,2018-12-03,Clemson,16,2019-11-22 21:34:27.241391
