,team_id,team_and_mascot,team_abb,team_city_state,team_first_yr,team_last_yr,team_years,game_count,win_count,loss_count,win_pct,srs_rating,str_of_sched,final_ap_polls_ranked,conf_reg,conf_tourn,ncaa_appearances,final_four_appearances,ncaa_champ_won
414,415,Trinity (TX) Tigers,trinity-tx,"San Antonio, Texas",1971,1973,3,70,25,45,.357,-24.37,-5.64,0,0,0,0,0,0
415,416,Troy Trojans,troy,"Troy, Alabama",1994,2020,27,783,372,411,.475,-7.67,-4.96,0,6,2,2,0,0
416,417,Tulane Green Wave,tulane,"New Orleans, Louisiana",1906,2020,110,2522,1222,1300,.485,-1.16,1.00,1,6,0,3,0,0
417,418,Tulsa Golden Hurricane,tulsa,"Tulsa, Oklahoma",1914,2020,107,2613,1454,1159,.556,4.88,3.02,5,10,6,16,0,0
418,419,U.S. International Gulls,alliant-international,"San Diego, California",1982,1991,10,279,69,210,.247,-18.06,-5.34,0,0,0,0,0,0
419,420,UC-Davis Aggies,california-davis,"Davis, California",2008,2020,13,386,168,218,.435,-7.28,-2.82,0,2,1,1,0,0
420,421,UC-Irvine Anteaters,california-irvine,"Irvine, California",1978,2020,43,1275,629,646,.493,-1.35,0.47,0,6,2,2,0,0
421,422,UC-Riverside Highlanders,california-riverside,"Riverside, California",2002,2020,19,540,184,356,.341,-8.43,-2.07,0,0,0,0,0,0
422,423,UC-Santa Barbara Gauchos,california-santa-barbara,"Santa Barbara, California",1964,2020,57,1592,841,751,.528,-0.38,0.06,0,4,3,5,0,0
423,424,UCLA Bruins,ucla,"Los Angeles, California",1920,2020,101,2751,1894,857,.688,15.44,6.78,41,31,4,49,18,11
424,425,Union (NY) Dutchmen,union-ny,"Schenectady, New York",1907,1925,19,266,162,104,.609,,,0,0,0,,,
425,426,University of California Golden Bears,california,"Berkeley, California",1908,2020,111,2808,1625,1183,.579,7.13,6.00,5,14,0,19,3,1
426,427,Utah State Aggies,utah-state,"Logan, Utah",1904,2020,115,2728,1609,1119,.590,4.03,0.77,5,16,9,21,0,0
427,428,Utah Utes,utah,"Salt Lake City, Utah",1909,2020,112,2827,1822,1005,.644,8.30,3.52,21,30,5,29,4,1
428,429,Utah Valley Wolverines,utah-valley,"Orem, Utah",2010,2020,11,326,176,150,.540,-5.45,-4.22,0,3,0,0,0,0
429,430,Utica Pioneers,utica,"Utica, New York",1982,1987,6,158,64,94,.405,-12.95,-7.35,0,0,0,0,0,0
430,431,Valparaiso Crusaders,valparaiso,"Valparaiso, Indiana",1918,2020,85,2137,1132,1005,.530,-4.19,-1.71,0,14,10,9,0,0
431,432,Vanderbilt Commodores,vanderbilt,"Nashville, Tennessee",1901,2020,118,2776,1609,1167,.580,8.21,4.69,11,3,3,15,0,0
432,433,Vermont Catamounts,vermont,"Burlington, Vermont",1921,2020,65,1749,928,821,.531,-10.05,-6.93,0,10,7,7,0,0
433,434,Villanova Wildcats,villanova,"Villanova, Pennsylvania",1921,2020,100,2718,1782,936,.656,10.31,5.58,23,12,7,39,6,3
434,435,Virginia Cavaliers,virginia,"Charlottesville, Virginia",1906,2020,115,2805,1636,1168,.583,6.96,5.49,13,10,3,23,3,1
435,436,Virginia Commonwealth Rams,virginia-commonwealth,"Richmond, Virginia",1974,2020,47,1421,922,499,.649,5.37,0.66,3,11,9,17,1,0
436,437,Virginia Military Institute Keydets,virginia-military-institute,"Lexington, Virginia",1909,2020,112,2437,899,1538,.369,-13.14,-4.95,1,2,3,3,0,0
437,438,Virginia Tech Hokies,virginia-tech,"Blacksburg, Virginia",1909,2020,112,2689,1469,1220,.546,3.89,1.29,2,2,1,11,0,0
438,439,Wabash Little Giants,wabash,"Crawfordsville, Indiana",1897,1925,29,407,301,106,.740,,,0,0,0,,,
439,440,Wagner Seahawks,wagner,"Staten Island, New York",1966,2020,48,1356,659,697,.486,-9.87,-7.24,0,3,1,1,0,0
440,441,Wake Forest Demon Deacons,wake-forest,"Winston-Salem, North Carolina",1906,2020,114,2777,1539,1238,.554,7.99,6.12,17,4,5,23,1,0
441,442,Washburn Ichabods,washburn,"Topeka, Kansas",1906,1941,35,557,270,283,.488,,,0,0,0,0,0,0
442,443,Washington & Jefferson Presidents,washington-jefferson,"Washington, Pennsylvania",1913,1944,10,128,73,55,.570,,,0,0,0,0,0,0
443,444,Washington & Lee Generals,washington-lee,"Lexington, Virginia",1907,1959,51,905,472,432,.522,-15.29,-5.66,0,3,2,0,0,0
444,445,Washington (MO) Bears,washington-mo,"St. Louis, Missouri",1905,1960,52,921,433,488,.470,-5.26,-1.82,0,2,0,0,0,0
445,446,Washington College Shoremen,washington-college,"Chestertown, Maryland",1913,1925,13,151,109,42,.722,,,0,0,0,,,
446,447,Washington Huskies,washington,"Seattle, Washington",1896,2020,119,2987,1800,1187,.603,7.52,6.04,8,12,3,17,1,0
447,448,Washington State Cougars,washington-state,"Pullman, Washington",1902,2020,119,3124,1595,1529,.511,2.91,4.71,3,2,0,6,1,0
448,449,Wayne State (MI) Warriors,wayne-state-mi,"Detroit, Michigan",1928,1950,5,104,47,57,.452,,,0,0,0,0,0,0
449,450,Weber State Wildcats,weber-state,"Ogden, Utah",1964,2020,57,1651,1040,611,.630,0.00,-2.32,1,22,10,16,0,0
450,451,Wesleyan (CT) Cardinals,wesleyan-ct,"Middletown, Connecticut",1896,1913,13,171,97,74,.567,,,0,0,0,,,
451,452,West Chester Golden Rams,west-chester,"West Chester, Pennsylvania",1899,1982,10,244,86,158,.352,-17.60,-8.15,0,1,0,0,0,0
452,453,West Texas A&M Buffaloes,west-texas-am,"Canyon, Texas",1921,1986,54,1275,707,568,.555,-6.34,-1.65,0,4,0,1,0,0
453,454,West Virginia Mountaineers,west-virginia,"Morgantown, West Virginia",1904,2020,111,2874,1774,1100,.617,7.13,2.50,17,16,13,29,2,0
454,455,Western Carolina Catamounts,western-carolina,"Cullowhee, North Carolina",1977,2020,44,1269,553,716,.436,-8.40,-3.70,0,3,1,1,0,0
455,456,Western Illinois Leathernecks,western-illinois,"Macomb, Illinois",1982,2020,39,1094,454,640,.415,-8.65,-3.68,0,2,1,0,0,0
456,457,Western Kentucky Hilltoppers,western-kentucky,"Bowling Green, Kentucky",1922,2020,99,2721,1796,925,.660,3.33,-0.28,11,28,19,23,1,0
457,458,Western Michigan Broncos,western-michigan,"Kalamazoo, Michigan",1914,2020,107,2553,1338,1214,.524,-2.80,-0.31,1,10,2,4,0,0
458,459,Western State Mountaineers,western-state,"Gunnison, Colorado",1924,1937,14,189,88,101,.466,,,0,0,0,,,
459,460,Westminster (MO) Blue Jays,westminster-mo,"Fulton, Missouri",1920,1920,1,17,17,0,1.000,,,0,0,0,,,
460,461,Westminster (PA) Titans,westminster-pa,"New Wilmington, Pennsylvania",1898,1935,21,294,210,84,.714,,,0,0,0,,,
461,462,Wheaton (IL) Thunder,wheaton-il,"Wheaton, Illinois",1902,1905,4,57,39,17,.696,,,0,0,0,,,
462,463,Whittier Poets,whittier,"Whittier, California",1909,1915,3,42,38,3,.927,,,0,0,0,,,
463,464,Wichita State Shockers,wichita-state,"Wichita, Kansas",1906,2020,113,2793,1590,1203,.569,6.09,3.12,8,11,4,15,2,0
464,465,Widener Pride,widener,"Chester, Pennsylvania",1899,1909,5,26,20,6,.769,,,0,0,0,,,
465,466,William & Mary Tribe,william-mary,"Williamsburg, Virginia",1906,2020,115,2642,1237,1405,.468,-5.39,-2.61,0,3,0,0,0,0
466,467,Williams Ephs,williams,"Williamstown, Massachusetts",1901,1911,10,161,136,24,.850,,,0,0,0,,,
467,468,Winthrop Eagles,winthrop,"Rock Hill, South Carolina",1987,2020,34,1000,538,462,.538,-7.51,-6.51,1,9,11,10,0,0
468,469,Wisconsin Badgers,wisconsin,"Madison, Wisconsin",1899,2020,122,2833,1618,1215,.571,8.62,7.64,16,18,3,24,4,1
469,470,Wisconsin-Stevens Point Pointers,wisconsin-stevens-point,"Stevens Point, Wisconsin",1898,1918,21,156,98,58,.628,,,0,0,0,,,
470,471,Wisconsin-Superior Yellowjackets,wisconsin-superior,"Superior, Wisconsin",1900,1901,2,14,10,4,.714,,,0,0,0,,,
471,472,Wittenberg Tigers,wittenberg,"Springfield, Ohio",1931,1931,1,20,18,2,.900,,,0,0,0,,,
472,473,Wofford Terriers,wofford,"Spartanburg, South Carolina",1996,2020,25,743,369,374,.497,-5.38,-2.59,1,4,5,5,0,0
473,474,Wooster Fighting Scots,wooster,"Wooster, Ohio",1901,1931,31,390,225,165,.577,,,0,0,0,,,
474,475,Worcester Tech Engineers,worcester-tech,"Worcester, Massachusetts",1920,1920,1,16,14,2,.875,,,0,0,0,,,
475,476,Wright State Raiders,wright-state,"Dayton, Ohio",1988,2020,33,976,534,442,.547,-1.69,-2.16,0,2,3,3,0,0
476,477,Wyoming Cowboys,wyoming,"Laramie, Wyoming",1905,2020,115,2727,1540,1187,.565,2.69,2.61,4,21,3,15,1,1
477,478,Xavier Musketeers,xavier,"Cincinnati, Ohio",1920,2020,99,2500,1495,1005,.598,5.75,3.65,12,18,9,28,0,0
478,479,Yale Bulldogs,yale,"New Haven, Connecticut",1896,2020,125,2967,1483,1481,.500,-6.42,-4.51,1,14,1,5,0,0
479,480,Youngstown State Penguins,youngstown-state,"Youngstown, Ohio",1948,2020,40,1137,434,703,.382,-8.67,-3.12,0,0,0,0,0,0
